Kd_Kel.,Kd_Barang,Keterangan,Ukuran,minimum,Satuan,Ekuivalen,Qty,Harga_Jual
K007,TP008,Lid paper bowl 800 ml @ 500 Pcs / Dus Warna Putih Susu,,1,Dus,10 pack,500 Pcs,315
K007,TP009,Lid paper bowl 500 ml @ 500 Pcs / Dus Warna Putih Susu,,1,Dus,10 pack,500 Pcs,241.5
K007,TP010,Lid paper bowl 360 ml @ 500 Pcs / Dus Warna Putih Susu,,1,Dus,10 pack,500 Pcs,220.5
K007,TP007,Lid paper bowl 360 ml @ 1.000 Pcs / Dus. Warna Putih Susu,,1,Dus,20 pack,1.000 Pcs,441
K007,TP012,Lid paper bowl Kraft 650 ml @ 1.000 Pcs / Dus. Warna Natural,,1,Dus,,1.000 Pcs,556
K007,TP013,Lid paper bowl Kraft 800 ml @ 1.000 Pcs / Dus. Warna Natural,,1,Dus,,1.000 Pcs,630
K007,TP014,Lid paper bowl 650 ml & 800 ml (NESTO)  @ 500 Pcs / Dus,,1,Dus,,500 Pcs,224.8
,,,,,,,,
K004,PI002,Pisau Makan Bening @3000 pcs/ Dus,,1,Dus,30 pack,3.000 Pcs,447.54
K004,PI021,Pisau Kue Tart @ 600 Pcs / Dus,,1,Dus,6 Pack,600 Pcs,"325998"
K004,PI022,Pisau Kue Tart @ 1000 Pcs / Dus,,1,Dus,,1000 Pcs,543.33
,,,,,,,,
,,,,,,,,
K004,SD001,Sdt Fleksi. Bks Krts 5x24cm. Pth @500x20 Pak,,1,Dus,20 pack,10.000 Pcs,440.04
K004,SD002,Sdt Fleksi. Bks Krts 5x24cm. Htm @ 500x20 Pak,,1,Dus,20 pack,10.000 Pcs,440.04
K004,SD003,Sedotan Funky - Ulir  6 mm x 24 cm @ 2.500 pcs / Dus,,1,Dus,50 pack,2.500 Pcs,481.5
K004,SD004,Sedotan Funky - Ulir  6 mm x 27 cm @ 1.250 pcs / Dus,,1,Dus,25 pack,1.250 Pcs,379.2
K004,SD007,Sedotan  Sendok berwarna,,1,Dus,10.000 pcs,10.000 Pcs,508.8
K004,SD008,Sedotan Fleksibel  OK warna putih 5 mm Tanpa Bungkus,,1,Dus,10 pack,,214.8
K004,SD009,Sedotan Bubble Bening / Warna Garis 8 mm @ 20 pack / Ball,,1,Ball,20 pack,,156
K004,SD010,Sedotan Bubble bening / Warna Garis 12 mm @ 20 Pack / Ball,,1,Ball,20 pack,,156
K004,SD013,Sedotan Bubble Warna 12 mm x 22 cm @ 10 pack / Ball,,1,Ball,10 pack,2.000 Pcs,175.5
K004,SD014,Sdt Fleksi. Bks Krts 6x24cm. Htm @ 500x16 Pak,,1,Dus,16 pack,8.000 Pcs,379.2
K004,SD015,Sdt Fleksi. Bks Krts 6x24cm. Pth @ 500x16 Pak,,1,Dus,16 pack,8.000 Pcs,379.2
K004,SD016,Sedotan Bubble Hitam 12 x 20 cm. Tanpa Bgks @ 10 Pack / Ball,,1,Ball,10 pack,,212
K004,SD022,Sedotan Fleksibel hitam Sparta,,1,Dus,10 pack,,325.2
K004,SD023,Sedotan Fleksibel Motif  Garis Pink Bungkus Plastik 6 x 24 cm,,1,Dus,40 pack,10.000 Pcs,522
K004,SD024,Sedotan Bubble Warna Mix 12 mm x 21 cm Bgks Plastik @ 8 Pack / Ball,,1,Ball,8 Pack,200 Pcs,"311688"
K004,SD025,Sedotan Bubble Warna Mix 12 mm x 18 cm Bgks Plastik @ 8 Pack / Ball,,1,Ball,8 Pack,200 Pcs,"273312"
K004,SD026,Sedotan Hitam Runcing 6 mm x 20 cm Bgks Plastik @ 10 Pack / Ball,,1,Ball,10 pack,3.000 Pcs,222.3
K004,SD027,Sedotan Bubble Bening 12 mm x 18 cm Bgks Plastik @ 10 Pack / Ball,,1,Ball,10 pack,,170.82
K004,SD028,Sedotan Bubble Bening 12 mm x 18 cm Bgks Plastik @3200/Dus,,1,Dus,,,532.1
K004,SD029,Sedotan Bubble Bening 12 mm x 21 cm Bgks Plastik @ 10 Pack / Ball,,1,Ball,10 pack,1.000 Pcs,160
K004,SD030,Sedotan Bubble Hitam 12 mm x 21 cm Bgks Plastik @ 2500 Pcs / Dus,,1,Dus,25 Pack,2500 Pcs,390
K004,SD040,Sedotan Bubble Hitam 12 x 18 cm. Tanpa Bgks @ 10 Pack / Ball,,1,Ball,10 Pack,,212
K004,SD041,Sedotan bubble hitam bks plastik 12 x 18 cm 3200 Pcs,,1,Ball,,3200 Pcs,532.1
K004,SD043,Sedotan Htm Runcing Bks Plastik 6x20 6000 Pcs/Dus,,1,Dus,,6000 Pcs,365
K004,SD045,Sedotan Htm Runcing Bks Plastik 6x20 10000 Pcs/Dus,,1,Dus,,10000 Pcs,608.3
K004,SD046,Sedotan Runcing Bks Plastik. Bening 6x20 7500 Pcs/Dus,,1,Dus,,7500 Pcs,"456225"
K004,SD042,Sedotan Bening Runcing Bks Plastik 6x20 6000 Pcs/Dus,,1,Dus,20 Pack,6000 Pcs,365
,,,,,,,,
K004,ST001,Stirrer 12 cm,,1,Ball,10 pack,,255
K004,ST002,Stirrer 15 cm,,1,Dus,10 pack,,336.4
,,,,,,,,
K004,SE001,Sendok Puding  kecil bening,,1,Dus,100 pack,10.000 Pcs,550.06
K004,SE003,Sendok Makan bening @ 3.000 Pcs / Dus,,1,Dus,120 pack,3.000 Pcs,447.54
K004,SE004,Sendok Puding  Besar Bening,,1,Dus,160 pack,8.000 Pcs,510.84
K004,SE005,Sendok Makan warna putih @ 3.000 Pcs / Dus,,1,Dus,120 pack,3.000 Pcs,378.75
K004,SE006,Sendok Bebek Bening @ 20 pack x 144 pcs / ball,,1,Ball,20 pack,,168
K004,SE007,Sendok Bebek Cream 20 pack x 144 pcs = 2.880 pcs / ball,,1,Ball,20 pack,,139.8
K004,SE008,Sendok Spork Bgks Plastik Warna Ivory @ 3.000 Pcs / Dus,,1,Dus,,,550
K004,SE009,Sendok Makan Cream @ 3.000 Pcs / Dus,,1,Dus,30 pack,3.000 Pcs,268.75
K004,SE010,Sendok dan Garpu makan Techno Bening,,1,Dus,40 pack,2.000 Pcs,617.76
K004,SE011,Sendok dan Garpu Makan Techno orange,,1,Dus,40 pack,2.000 Pcs,512
K004,SE013,Sendok Teh Putih Susu @ 2.000 Pcs / Ball,,1,Ball,,2.000 Pcs,134.1
K004,SE014,Sendok Puding Besar Warna Putih,,1,Dus,,8.000Pcs,536.4
K004,SE016,Sendok Teh/Puding Besar warna warni @8000Pcs/Dus,,1,Dus,,8.000Pcs,546.5
,,,,,,,,
K004,ST010,Stopper merah,,1,Pack,,,
K004,ST011,stopper putih,,1,Pack,,,
K004,ST012,stopper natural,,1,Pack,,,
,,,,,,,,
K004,GM001,Garpu Makan warna putih @ 3.000 Pcs / Dus,,1,Dus,120 pack,3.000 Pcs,378.75
K004,GM003,Garpu Makan bening @ 3.000 Pcs / Dus,,1,Dus,120 pack,3.000 Pcs,447.54
K004,GM009,Garpu Makan Cream @ 3.000 Pcs / Dus,,1,Dus,30 pack,3.000 Pcs,268.75
,,,,,,,,
K011,TB009,Tray Bento warna Putih @ 200 Set / Dus,,1,Dus,4 pack,200 Pcs,328.34
K011,TB010,Tray Bento warna Hitam @ 200 Set / Dus,,1,Dus,4 pack,200 Pcs,315.44
K011,TB011,Tray Bento warna Pink @ 200 Set / Dus,,1,Dus,4 pack,200 Pcs,328.34
K011,TB012,Tray Bento warna Red Ruby @ 200 Set / Dus,,1,Dus,4 pack,200 Pcs,328.34
K011,TB013,Tray Bento warna Biru @ 200 Set / Dus,,1,Dus,4 pack,200 Pcs,328.34
K011,TB018,Tray Brownies uk S @ 300 Pcs / Dus,,1,Dus,,300 Pcs,305.24
K011,TB020,Tray Brownis uk S @ 200 Set / Dus,,1,Dus,4 pack,200 Pcs,231
K011,TB021,Tray Brownies uk M @ 250 Set / Dus,,1,Dus,10 pack,250 Pcs,392.25
K011,TB023,Tray Brownies uk M @ 200 Set / Dus,,1,Dus,,200 Pcs,313.8
K011,TB022,Tray Brownies uk L @ 200 Set / Dus,,1,Dus,4 pack,200 Pcs,336.18
K011,TB031,Tray Bolu gulung 30 cm @ 200 Pcs / Dus,,1,Dus,2 Pack,200 Pcs,634.48
K011,TB040,Tray Bulat Sekat warna hitam @ 1.000 Pcs / Dus,,1,Dus,20 pack,1.000 Pcs,646.25
K011,TT010,Tray Tumpeng mini 18 cm Tanpa Sekat @ 200 Pcs / Dus,,1,Dus,8 pack,,774.6
K011,TT011,Tray Tumpeng mini 18 cm sekat @ 200 Pcs / Dus,,1,Dus,8 pack,,774.6
K011,TT012,Tray Tumpeng Mini CT 2010. Wrna Ckt. Skt 8 @150Pcs/Dus,,1,Dus,,150 Pcs,582
K011,TS001,Tray Sambal (Tempat sambal) Putih Susu @ 20 Pack / Dus,,1,Dus,20 pack,12.000 Pcs,555
K011,TS002,Tray Es PP ( Snow Ice ) @ 900 Pcs / Dus,,1,Dus,,900 Pcs,"1321600"
K011,TS003,Tray Inner Insert Tray Es @ 900 Pcs / Dus,,1,Dus,,900 Pcs,845.1
K011,TS004,Tray Sambal (Tempat sambal) Bening @ 20 Pack / Dus,,1,Dus,20 pack,12.000 Pcs,508.2
K011,TS005,Tray Sambal Set uk 20 / 30 ml @ 2.000 Pcs / Dus,,1,Dus,,2.000 Pcs,522.5
K011,TPP01,Tray PP P 19.5 x L 13.8 x T 3.6 @ 600 Pcs / Dus,,1,Dus,,600 Pcs,568.35
K011,TL001,Tray LBHX-9 + Lid Warna Hitam @ 600 Pcs/ Dus,,1,Dus,,600 Pcs,900
K011,TSN01,Tray Snack @240 pcs/dus,,1,Dus,,240 Pcs,470
,,,,,,,,
K004,TK001,Tutup Botol Kalle 250 ml warna hitam / putih,250 ml,1,Pack,100 pcs,100 Pcs,
K004,TK002,Tutup2 Botol Kalle 500 ml. Jar 270 ml. Mamory 250 ml,500 ml,1,Dus,,,
K004,TK003,Tutup2 Botol  Jar 150 - 200 ml,,,,,,
K004,TK004,Tutup Botol Eko Cikita ( CK ) 250 ml Warna Putih,,,,,,
K011,TK005,Tutup Tray Bulat Sekat warna hitam @ 1.000 Pcs / Dus,,1,Dus,20 pack,1.000 Pcs,634.5
K004,TK006,Tutup Flip Top 24 Putih. utk Botol 100 ml @ 3.500 Pcs / Dus,,1,Dus,,3.500 Pcs,
K004,TK007,Tutup Flip Top 24 Putih. utk Botol 100 ml @ 1.064 Pcs / Dus,,1,Dus,,1.064 Pcs,
K004,TK008,Tutup Flip Top 18 Natural. utk Botol BR 27 & 60 ml,,15000,Pcs,,15.000 Pcs,945
K004,TK009,Tutup Flip Top 18 Putih. utk Botol BR 27 & 60 ml,,7500,Pcs,,7.500 Pcs,945
K004,TK010,Tutup Flip Top 24 Hitam. utk Botol BR 100 & 250 ml,,1657,Pcs,,1.657 Pcs,"2228"
K004,TK011,Tutup Flip Top 24 Natural.utk Botol BR 100 & 250 ml,,10500,Pcs,,1.0500 Pcs,"1035"
K004,TK012,Tutup Trigger uk 24 Natural,,,,,,"4125"
K011,TK013,Tutup Tray LBHX 09 @ 600 Pcs,,,Dus,,600 Pcs,100
K011,TK014,Tutup Tray Snack @240 pcs/dus,,1,Dus,,240 Pcs,250
K004,TK020,Tutup Botol Kalle Warna Hitam,,,,,,400
K004,TK021,Tutup Botol Kalle Warna Putih,,,,,,400
K004,TK022,Tutup Botol Kalle Warna Hijau,,,,,,400
K004,TK023,Tutup Botol kecap 140 ml @ 400 Pcs / Dus Warna Merah,,,,,,
K004,TK024,Tutup Jar Cylinder Warna Natural,,,,,,
K004,TK025,Tutup Jar Cylinder Warna Putih Susu,,,,,,
K004,TK026,Tutup Jar Cylinder Warna Merah,,,,,,
K004,TK027,Tutup Botol Bumbu Warna Merah + Inner,,,,,,
K004,TK028,Tutup Botol Bumbu Warna Gold + Inner,,,,,,
K004,TK029,Tutup Botol Bumbu Warna Hijau + Inner,,,,,,
K004,TK030,Tutup Botol Bumbu Lubang Kecil .Warna Merah,,5000,Pcs,,5.000 Pcs,
K004,TK031,Tutup Botol Bumbu Lubang Setengah .Warna Merah,,5000,Pcs,,5.000 Pcs,
K004,TK032,Tutup Botol kecap 300 ml @ 111 Pcs / Dus Warna Merah,,,,,,
K004,TK033,Tutup Botol kecap 625 ml @ 136 Pcs / Dus Warna Merah,,,,,,
K004,TK034,Tutup Botol Cimory.Cimory Tall.500ml N30 Putih,,,,,,
K004,TK035,Tutup Botol  ECO CK. KS. jelly. Hitam                ,,,Pcs,,,160
K004,TK036,Tutup Botol Jelly 100 ml. Warna Putih,,,,,,
K004,TK037,Tutup Jar Exclusive 250 ml Warna Putih Susu,,,,,,
K004,TK038,Tutup Botol  ECO CK. KS. jelly. Putih Susu                 ,,,Pcs,,,160
K004,TK039,Tutup Botol Bumbu 340 ml. Warna Merah,,,,,,
K004,TK040,Tutup Botol Bumbu Square 150 ml. Warna Merah,,,,,,
K004,TK041,Tutup Botol Leon ( LN ) 200 ml @ 336 Pcs / Dus,,,,,,
K004,TK042,Tutup Botol SN 30. 500 ml Warna Putih,,,,,,
K004,TK043,Tutup Jar SQ 350ml&430ml + Inner Natural,,,,,,
K004,TK050,Tutup Jar Guci Round 475 ml Warna Gold,,,,,,
K004,TK051,Tutup Jar Guci Square 475 ml Warna Merah,,,,,,
K004,TK052,Tutup Botol Sabun Cair 550 ml Warna Hijau,,,,,,
K004,TK053,Tutup botol syrup Warna putih,,,,,,
K004,TK054,Tutup Jar Cylinder Warna Aluminium silver,,,,,,
K004,TK055,Tutup Botol VL Pendek Warna Putih,,,,,,
K004,TK056,Tutup Jar Hexa + Hanger warna gold,,,,,,
K004,TK057,Tutup Jar Hexa + Hanger warna Merah,,,,,,
K004,TK060,Tutup Jar Segi Enam 700 ml Warna Gold,,,,,,
K004,TK061,Tutup Jar Segi Enam 700 ml Warna Merah,,,,,,
K004,TK062,Tutup Botol Kecap 275ml Warna Merah,,,,,,
K004,TK058,Tutup Jar Cylinder Warna Bening,,,,,,
K004,TK063,Tutup Jar Cylinder Warna Alu RoseGold,,,,,,
K004,TK064,Tutup Botol Kalle Warna Hijau Starbuck,,1,Pcs,,3000 Pcs,
,,,,,,,,
K005,CPL02,Cup Plastik PP 12 Oz. Polos. ( Gosyen Tipis ),,1,Dus,40 pack,2.000 Pcs,408
K005,CPL03,Cup Plastik PP 14 Oz. Polos.( Gosyen Tipis ),,1,Dus,40 pack,2.000 Pcs,408
K005,CPL05,Cup PP GPC 22 Oz @1.000 pcs/Dus,,1,Dus,20 pack,1.000 Pcs,549.3
K005,CPL06,Cup PP 12 oz ( BSM ) @ 2.000 pcs / Dus,,1,Dus,40 pack,2.000 Pcs,"424125"
K005,CPL07,Cup PP 14 oz ( BSM ) @ 2.000 pcs / Dus,,1,Dus,40 pack,2.000 Pcs,"424125"
K005,CPL08,Cup PP 16 oz ( BSM ) @ 2.000 pcs / Dus,,1,Dus,40 pack,2.000 Pcs,"439335"
K005,CPL09,Cup PP U 16 oz  @ 1.000 pcs / Dus ( 7 Gram ),,1,Dus,20 pack,1.000 Pcs,378
K005,CPL10,Cup PP GPC 14 oz @ 1.000 pcs / Dus,,1,Dus,20 pack,1.000 Pcs,419.1
K005,CPL11,Cup PP GPC 16 oz @ 1.000 pcs / Dus,,1,Dus,20 pack,1.000 Pcs,492.5
K005,CPL12,Cup PP GPC 12 oz  @ 1.000 pcs / Dus,,1,Dus,20 pack,1.000 Pcs,410.35
K005,CPL13,Cup PP U 14 oz  @ 1.000 pcs / Dus,,1,Dus,20 pack,1.000 Pcs,378
K005,CPL14,Cup PP U 16 oz  @ 1.000 pcs / Dus ( 8 Gram ),,1,Dus,20 pack,1.000 Pcs,407
K005,CPL15,Cup PP 22 oz (93 NB 10.5 - 11) @ 1.000 pcs / Dus,,1,Dus,,1.000 Pcs,483
K005,CPL16,Cup PP 18  oz (93 NB 8.8  - 9) @ 1.000 pcs / Dus,,1,Dus,,1.000 Pcs,405
K005,CPL17,Cup PP 14  oz (93 NB 7.6  - 8) @ 1.000 pcs / Dus,,1,Dus,,1.000 Pcs,362
K005,CPL18,Cup PP U 22 Oz @1000 pcs / Dus,,1,Dus,20 pack,1.000 Pcs,508
K005,CPL19,Cup PP U 10 Oz @2000 pcs / Dus,,1,Dus,,2.000 Pcs,610
K005,CPL24,Cup PP Injection 400 ml + Lid + stopper,,1,Dus,,500 Pcs,635
K005,CPL25,Cup PP Injection 500 Ml + Lid + stopper,,1,Dus,,500 Pcs,675
K005,CPL26,Cup PP Injection 700 Ml @500 pcs/Dus,,1,Dus,,500 Pcs,892
K005,CPL30,Cup PP Inject Oval 380 Ml @500Pcs/Dus,,1,Dus,,500 Pcs,643
K005,CPL28,Cup PP Injection 400 ml Frosted/Buram  + Lid + stopper,,1,Dus,,500 Pcs,660
K005,CPL31,Cup PP Inject 400 ml @500 pcs/dus,,1,Dus,,500 Pcs,100
K005,CPL32,Cup PP Inject 500 ml @500 pcs/dus,,1,Dus,,500 Pcs,675
K005,CPL33,Cup PP Injection 400 ml warna Hitam @500Pcs/ Dus,,1,Dus,,500 Pcs,660
K005,CPL34,Cup PP Injection 500 ml warna Hitam @500Pcs/Dus,,1,Dus,,500 Pcs,100
,,,,,,,,
K012,CPS01,Cup PP Star 14 Oz 5gr @2000Pcs/Dus,,1,Dus,,2000 Pcs,490
K012,CPS02,Cup PP Star 12 Oz 5Gr @2000Pcs/Dus,,1,Dus,,2000 Pcs,490
K012,CPS03,Cup PP Star 16 Oz 5Gr @2000pcs/Dus,,1,Dus,,2000 Pcs,490
K012,CPS04,Cup PP star 12 Oz (Biasa) 7Gr @1000Pcs/Dus,,1,Dus,,1000 Pcs,350
K012,CPS05,Cup PP Star 14 Oz (Biasa) 7Gr @1000Pcs/Dus,,1,Dus,,1000 Pcs,350
K012,CPS07,Cup PP Star 16 Oz(Biasa) 7Gr @1000Pcs/Dus,,1,Dus,,1000 Pcs,350
K012,CPS08,Cup PP Star 18 Oz(Biasa) 8Gr @1000Pcs/Dus,,1,Dus,,1000 Pcs,395
K012,CPS09,Cup PP Star 22 Oz(Biasa) 9.5Gr @1000PCS/Dus,,1,Dus,,1000 Pcs,480
K012,CPS10,Cup PP Star 14 Oz (Big) 7Gr @1000Pcs/Dus,,1,Dus,,1000 Pcs,350
K012,CPS11,Cup PP Star 12 Oz oval 7Gr @1000Pcs/Dus,,1,Dus,,1000 Pcs,355
K012,CPS12,Cup PP Star 14 Oz oval 8Gr @1000Pcs/Dus,,1,Dus,,1000 Pcs,390
K012,CPS13,Cup PP Star 16 Oz oval 8Gr @1000Pcs/Dus,,1,Dus,,1000 Pcs,390
K012,CPS14,Cup PP Star 18 Oz Oval 8Gr @1000Pcs/Dus,,1,Dus,,1000 Pcs,390
K012,CPS15,Cup PP Star 22 oz Oval (9.5gr) @1000Pcs/Dus,,1,Dus,,1000 Pcs,480
K012,CPS16,Cup PP Star 12 oz Oval 8Gr@1000Pcs/Dus,,1,Dus,,1000 Pcs,100
K004,CPP04,Cup PP 12 oz Oval (7gr) (New) @1000Pcs/Dus,,1,Dus,,1000 Pcs,335
K004,CPP05,Cup PP 14 oz Oval (7gr) (New) @1000Pcs/Dus,,1,Dus,,1000 Pcs,335
K004,CPP01,Cup PP 16 oz Oval (7gr) (New) @1000Pcs/Dus,,1,Dus,,1000 Pcs,335
K004,CPP02,Cup PP 22 oz Oval (9.5gr) (New) @1000Pcs/Dus,,1,Dus,,1000 Pcs,435
K004,CPP03,Cup PP 22 oz Biasa (9.5gr) (New) @1000Pcs/Dus,,1,Dus,,1000 Pcs,430
K004,SB001,Sablon,,1,Dus,,1000 Pcs,350
K004,CDR02,Cup PET 14 Oz Oval Printing D' Raja Coffe 1 Warna,,1,Dus,,1000 Pcs,728
K004,CDR03,Cup PP 16 Oz (G8.2) Gpc. Printing Teduh 1 warna @1.000 Pcs ,,1,Dus,,1000 Pcs,728
K012,CPS17,Cup PP Star 16Oz oval (PB)7Gr @1000Pcs/Dus,,1,Dus,,1000Pcs,332
K012,CPS18,Cup PP Star 22Oz Oval (PB)8gr @1000Pcs/Dus,,1,Dus,,1000Pcs,350
K012,CPS19,Cup PP Star 22Oz(Biasa)(PB)8Gr @1000PCS/Dus,,1,Dus,,1000Pcs,350
,,,,,,,,
K012,PLY01,Cup PP Polycup 12Oz Biasa (7gr) @1000Pcs/Dus,,1,Dus,,1000Pcs,345
K012,PLY02,Cup PP Polycup 14Oz Biasa (7gr) @1000Pcs/Dus,,1,Dus,,1000Pcs,345
K012,PLY03,Cup PP Polycup 16Oz Biasa (8gr) @1000Pcs/Dus,,1,Dus,,1000Pcs,379.1
K012,PLY04,Cup PP Polycup 18Oz Biasa (9.3gr) @1000Pcs/Dus,,1,Dus,,1000Pcs,444.6
K012,PLY05,Cup PP Polycup 22Oz Biasa (9.3gr) @1000Pcs/Dus,,1,Dus,,1000Pcs,444.6
K012,PLY06,Cup PP Polycup 12Oz Oval (7gr) @1000Pcs/Dus,,1,Dus,,1000Pcs,350
K012,PLY07,Cup PP Polycup 14Oz Oval (7gr) @1000Pcs/Dus,,1,Dus,,1000Pcs,350
K012,PLY08,Cup PP Polycup 16Oz Oval (8gr) @1000Pcs/Dus,,1,Dus,,1000Pcs,385
K012,PLY10,Cup PP Polycup 16Oz Biasa (7gr) @1000Pcs/Dus,,1,Dus,,1000Pcs,345
K012,PLY11,Cup PP Polycup 16Oz Biasa (9.3gr) @1000Pc/Dus,,1,Dus,,1000Pcs,433.5
K012,PLY20,Cup PP Polycup 22Oz Oval (9.3gr) @1000Pc/Dus,,1,Dus,,1000Pcs,450
,,,,,,,,
K004,LDP01,Lid Dome Cup PP U 14 & 16 oz @ 1.000 pcs / Dus,,1,Dus,20 pack,1.000 Pcs,175
K004,LDP05,Lid Dome Cup PP 12.14.16 & 22 oz GPC (93) @ 1.000 pcs / Dus,,1,Dus,20 pack,1.000 Pcs,256.8
K004,LDP06,Lid Dome Eco PP (93 NB) @ 2.000 pcs / Dus,,1,Dus,,2.000 Pcs,320.5
K004,LDP07,Lid DOM Eco PP (93 NB) @ 1000 Pcs / Dus,,1,Dus,,1000 Pcs,160.25
K012,LDP08,Lid DOM Cup PP Starindo (DB) @1000 Pcs/ Dus,,1,Dus,,1000 Pcs,215
K004,LFP01,Lid Flat Cup PP U 10.14.16 & 22 oz (BSM) @ 2.000 pcs / Dus,,1,Dus,40 pack,2.000 Pcs,336
K004,LFP02,Lid Flat Cup PP U 10.14.16 & 22 oz (BSM) @ 1.000 pcs / Dus,,1,Dus,20 pack,1.000 Pcs,168
K004,LFP04,Lid Setengah Cup PP ( Lid Strawless ) 12. 14. 16&22 Oz GPC @ 1.000 Pcs / Dus,,1,Dus,20 pack,1.000 Pcs,339
K004,LFP05,Lid Flat Cup PP 12.14.16&22 oz GPC (93) @ 1.000 pcs ,,1,Dus,20 pack,1.000 Pcs,256.8
K004,LFP06,Lid Flat Eco PP (93 NB) @ 1.000 pcs /Dus,,1,Dus,,,160.25
K004,LFP07,Lid Flat Cup PET (NB93) Eco 12.14.18.22 Oz 1000Pcs/Dus,,1,Dus,,1000 Pcs,180
K012,LFP08,Lid Flat 93 FL  @1.000 pcs/dus,,1,Dus,,1000 Pcs,205
K004,LTS01,Lid Tray Bulat Warna Bening @1.000 pcs/Dus,,1,Dus,20 pack,1.000 Pcs,634.5
K004,LFP10,Lid/ Tutup Eco Strawless (GS),,1,Dus,,1.000 Pcs,275.5
,,,,,,,,
K006,MB001,Mika Box Pet GX-1 @ 500 Pcs / Dus,,1,Dus,10 pack,500 Pcs,919.8
K006,MB002,Mika Box Pet GX-1A @ 500 Pcs / Dus,,1,Dus,10 pack,500 Pcs,594.8
K006,MB003,Mika Box Pet GX-2A @ 1.000 Pcs / Dus,,1,Dus,20 pack,1.000 Pcs,674.1
K006,MB004,Mika Box Pet GX-3 @ 2.000 Pcs / Dus,,1,Dus,20 pack,2.000 Pcs,496.5
K006,MB005,Mika Box Pet GX-4 @ 2.000 Pcs / Dus,,1,Dus,20 pack,2.000 Pcs,329.5
K006,MB006,Mika Box Pet GX-5 @ 3.000 Pcs / Dus,,1,Dus,30 pack,3.000 Pcs,362.5
K006,MB007,Mika Box Pet GX-6A,,1,Dus,60 pack,6.000 Pcs,356.1
K006,MB010,Mika Box Pet GX-18 ( Mika dlm Dus ),,1,Dus,8 pack,,315.6
K006,MB011,Mika Box Pet GX-20 ( Mika dlm Dus ),,1,Dus,30 pack,,351.6
K006,MB020,Mika Bolu Kukus Lipat Setengah Type A,,1,Dus,8 pack,,"1260000"
K006,MB021,Mika Bolu Kukus Lipat Setengah Type B,,1,Dus,8 pack,,"1206000"
K006,MB022,Mika Kue Kotak Kancing @ 300 Pcs / Dus,,1,Dus,,300 Pcs,665
K006,MB030,Mika Strawberry,,1,Dus,10 pack,,"1140000"
K006,MB031,Mika Burger ( BX 85 ) @ 1.500 Pcs / Dus,,1,Dus,,1.500 Pcs,753
K006,MB040,Mika Bulat BL 18 @ 300 pcs / Dus,,1,Dus,6 pack,300 Pcs,436.8
K006,MB041,Mika Bulat BL 22 @ 300 pcs / Dus,,1,Dus,6 pack,300 Pcs,557.4
K006,MB042,Mika Buah STR-BR @ 500 Pcs /Dus,,1,Dus,4 pack,500 Pcs,466.6
K006,MB043,Mika Buah STR 250 @ 500 Pcs / Dus,,1,Dus,4 pack,500 Pcs,509.15
K006,MB044,Mika Buah MB 500 @ 500 Pcs / Dus,,1,Dus,2 pack,500 Pcs,"1030000"
K006,MB045,Mika Buah MB 800 @ 300 Pcs / Dus,,1,Dus,2 pack,300 Pcs,750
K006,MB046,Mika BD-20 @ 1500 pcs/Dus,,1,Dus,,1.500 Pcs,"334375"
K006,MB050,Mika Jumbo Sq uk.23 x 23 @ 500 Pcs / Dus,,1,Dus,10 Pack,500 Pcs,806.15
K006,MB012,Mika dlm dus BM 20C @ 1500pcs/Dus,,1,Dus,,1500 Pcs,351.6
K006,MB047,Mika Buah Love 400ml @500pcs/Dus,,1,Dus,,500pcs,264
K006,MB048,Mika Buah Tx 500 @400pcs/Dus,,1,Dus,,400pcs,453.7
K006,MB051,Mika Nasi Sekat 7 (20 x 20) Putih Susu @1500pcs/dus,,1,Dus,,1500pcs,598
K006,MB053,Mika Tumpeng CT 2010 Sekat 8. Warna Cokelat @150Pcs/Dus,,1,Dus,,150 Pcs,582
,,,,,,,,
K006,TW001,Thinwall Rectangular 500 ml @ 500 set / Dus,,1,Dus,20 pack,500 Pcs,569.31
K006,TW002,Thinwall Rectangular 650 ml @ 500 set / Dus,,1,Dus,20 pack,500 Pcs,582.5
K006,TW003,Thinwall Rectangular 750 ml @ 500 set / Dus,,1,Dus,20 pack,500 Pcs,"596588"
K006,TW004,Thinwall Rectangular 1000 ml @ 500 set / Dus,,1,Dus,20 pack,500 Pcs,"631625"
K006,TW005,Thinwall Sekat 3 Bening @ 200 pcs / Dus,,1,Dus,8 pack,200 Pcs,607.25
K006,TW006,Thinwall Rectangular 200 ml @ 500 set / Dus,,1,Dus,,,
,,,,,,,,
K006,TW009,Thinwall Square 1000 ml @ 300 set / Dus,,1,Dus,12 pack,300 Set,"559939"
K006,TW010,Thinwall Square 1000 ml @ 450 set / Dus,,1,Dus,18 pack,450 Set,"839907"
K006,TW012,Thinwall Square 1500 ml @ 300 set / Dus,,1,Dus,12 pack,300 Set,"623766"
K006,TW013,Thinwall Square 2000 ml @ 150 pcs/Dus,,1,Dus,,150 Pcs,467.7
K006,TW015,Thinwall Square 3000 ml @ 150 pcs/Dus,,1,Dus,,150 Pcs,538.8
,,,,,,,,
K006,TW019,Thinwall Bowl 200 ml @ 500 set / Dus,,1,Dus,20 pack,500 Set,"315068"
K006,TW020,Thinwall Bowl 400 ml @ 500 set / Dus,,1,Dus,20 pack,500 Set,"405652"
